adsorbate,bob_0,bob_1,bob_2,bob_3,bob_4,bob_5,bob_6,bob_7,bob_8,bob_9,bob_10,bob_11,bob_12,bob_13,bob_14,bob_15,bob_16,bob_17,bob_18,bob_19,bob_20,bob_21,bob_22,bob_23,bob_24,bob_25,bob_26,bob_27,bob_28,bob_29,bob_30,bob_31,bob_32,bob_33,bob_34,bob_35,bob_36,bob_37,bob_38,bob_39,bob_40,bob_41,bob_42,bob_43,bob_44,bob_45,bob_46,bob_47,bob_48,bob_49,bob_50,bob_51,bob_52,bob_53,bob_54,bob_55,bob_56,bob_57,bob_58,bob_59,bob_60,bob_61,bob_62,bob_63,bob_64,bob_65,bob_66,bob_67,bob_68,bob_69,bob_70,bob_71,bob_72,bob_73,bob_74,bob_75,bob_76,bob_77,bob_78,bob_79,bob_80,bob_81,bob_82,bob_83,bob_84,bob_85,bob_86,bob_87,bob_88,bob_89,bob_90,bob_91,bob_92,bob_93,bob_94,bob_95,bob_96,bob_97,bob_98,bob_99,bob_100,bob_101,bob_102,bob_103,bob_104,bob_105,bob_106,bob_107,bob_108,bob_109,bob_110,bob_111,bob_112,bob_113,bob_114,bob_115,bob_116,bob_117,bob_118,bob_119,bob_120,bob_121,bob_122,bob_123,bob_124,bob_125,bob_126,bob_127,bob_128,bob_129,bob_130,bob_131,bob_132,bob_133,bob_134,bob_135,bob_136,bob_137,bob_138,bob_139,bob_140,bob_141,bob_142,bob_143,bob_144,bob_145,bob_146,bob_147,bob_148,bob_149,bob_150,bob_151,bob_152,bob_153,bob_154,bob_155,bob_156,bob_157,bob_158,bob_159,bob_160,bob_161,bob_162,bob_163,bob_164,bob_165,bob_166,bob_167,bob_168,bob_169,bob_170,bob_171,bob_172,bob_173,bob_174,bob_175,bob_176,bob_177,bob_178,bob_179,bob_180,bob_181,bob_182,bob_183,bob_184,bob_185,bob_186,bob_187,bob_188,bob_189,bob_190,bob_191,bob_192,bob_193,bob_194,bob_195
A10,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,73.51669472,7.451505674,7.451505674,12.19521472,12.19521472,12.33508282,12.33508282,9.426522687,9.426522687,9.986969795,9.986969795,10.69521513,10.69521513,0.5,0.5,0.5,0.5,0.5,0,0,0,8.245055327,8.245055327,9.171076894,9.171076894,9.968856882,9.968856882,10.02558994,10.02558994,10.63585594,10.63585594,10.79757235,10.79757235,17.63063565,17.63063565,17.77653165,17.77653165,20.77616173,20.77616173,0.945023991,0.945023991,0.967859733,0.967859733,0.997021549,0.997021549,1.148186816,1.148186816,1.176825037,1.176825037,1.245346742,1.245346742,1.454863727,1.454863727,1.458059451,1.458059451,1.476078879,1.476078879,1.489995128,1.489995128,1.577377408,1.577377408,1.586516033,1.586516033,2.879158748,2.879158748,2.885452248,2.885452248,2.885885022,2.885885022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005892934,1.005892934,1.037039474,1.037039474,1.090160464,1.090160464,1.134501377,1.134501377,1.264023989,1.264023989,1.272178221,1.272178221,1.334243701,1.334243701,1.632438986,1.632438986,1.709793289,1.709793289,1.826848111,1.826848111,2.048194301,2.048194301,2.059159698,2.059159698,2.095657296,2.095657296,4.212057608,4.212057608,4.30492081,4.30492081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115842757,0.115842757,0.132102302,0.132102302,0.155275254,0.155275254,0.159432523,0.159432523,0.184713362,0.184713362,0.18719962,0.18719962,0.223351113,0.223351113,0.22335893,0.22335893,0.230268821,0.230268821,0.293259333,0.293259333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A11,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,73.51669472,7.4988447,7.4988447,12.11470246,12.11470246,12.48546129,12.48546129,9.397054103,9.397054103,10.08028907,10.08028907,11.54624772,11.54624772,0.5,0.5,0.5,0.5,0,0,0,0,8.218596075,8.218596075,9.030408676,9.030408676,10.34134124,10.34134124,10.35827842,10.35827842,10.38556727,10.38556727,10.930455,10.930455,17.50748112,17.50748112,18.28332014,18.28332014,21.04941322,21.04941322,0.839825623,0.839825623,0.911593132,0.911593132,0.985741383,0.985741383,0.992687207,0.992687207,1.117041539,1.117041539,1.200726318,1.200726318,1.479511591,1.479511591,1.481659628,1.481659628,1.593226218,1.593226218,1.640157331,1.640157331,2.87756844,2.87756844,2.882316478,2.882316478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972384908,0.972384908,0.979218647,0.979218647,0.988039273,0.988039273,1.024604219,1.024604219,1.341553739,1.341553739,1.433545085,1.433545085,1.599120858,1.599120858,1.711363626,1.711363626,2.006363636,2.006363636,2.040729379,2.040729379,4.277047517,4.277047517,4.309989539,4.309989539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103969817,0.103969817,0.150397158,0.150397158,0.154870204,0.154870204,0.205921337,0.205921337,0.24088414,0.24088414,0.290927881,0.290927881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A12,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.55480722,12.55480722,0,0,0,0,9.517740595,9.517740595,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.12103186,10.12103186,11.02554901,11.02554901,17.81383207,17.81383207,19.36123967,19.36123967,0,0,0,0,0,0,0,0,0,0,0.992086611,0.992086611,1.028528308,1.028528308,1.484738311,1.484738311,1.527450725,1.527450725,1.603523036,1.603523036,1.674613174,1.674613174,2.867984797,2.867984797,2.879449665,2.879449665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969830939,0.969830939,1.010572977,1.010572977,1.564565325,1.564565325,1.783884883,1.783884883,2.026272268,2.026272268,2.058814765,2.058814765,4.152599363,4.152599363,4.293580289,4.293580289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106656583,0.106656583,0.149854912,0.149854912,0.156468351,0.156468351,0.193276193,0.193276193,0.247167053,0.247167053,0.29428065,0.29428065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A13,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.53554919,12.53554919,0,0,0,0,13.10963555,13.10963555,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,10.37372859,10.37372859,10.64732204,10.64732204,18.1545726,18.1545726,18.51946589,18.51946589,0,0,0,0,0,0,0,0,0,0,0.986262006,0.986262006,1.315019741,1.315019741,1.435798701,1.435798701,1.451551034,1.451551034,1.630438968,1.630438968,1.658599976,1.658599976,2.87392955,2.87392955,2.889271863,2.889271863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199942853,1.199942853,1.30619806,1.30619806,1.315893274,1.315893274,2.017062619,2.017062619,2.054245808,2.054245808,2.082317885,2.082317885,4.291895445,4.291895445,4.31479688,4.31479688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130929177,0.130929177,0.157784009,0.157784009,0.180670487,0.180670487,0.188022102,0.188022102,0.216705608,0.216705608,0.22191667,0.22191667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A14,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,73.51669472,7.311095482,7.311095482,12.17794645,12.17794645,12.29827979,12.29827979,5.358051003,5.358051003,8.052135897,8.052135897,13.32819959,13.32819959,0.5,0.5,0.5,0.5,0,0,0,0,3.449267021,3.449267021,3.895786968,3.895786968,4.692483298,4.692483298,7.180174352,7.180174352,10.22465892,10.22465892,10.53661558,10.53661558,10.64369551,10.64369551,18.05899492,18.05899492,18.21350807,18.21350807,0.734827038,0.734827038,0.954864691,0.954864691,0.973995166,0.973995166,1.141320802,1.141320802,1.262183037,1.262183037,1.42853993,1.42853993,1.459443861,1.459443861,1.492798664,1.492798664,1.631360104,1.631360104,1.634397522,1.634397522,2.874972094,2.874972094,2.877794845,2.877794845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577673534,0.577673534,0.724102709,0.724102709,0.767834029,0.767834029,1.193720933,1.193720933,1.19990266,1.19990266,1.313350438,1.313350438,1.355153859,1.355153859,1.975143929,1.975143929,2.040213899,2.040213899,2.092202555,2.092202555,4.287689439,4.287689439,4.324581491,4.324581491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134833862,0.134833862,0.15423862,0.15423862,0.17153621,0.17153621,0.187857782,0.187857782,0.228085968,0.228085968,0.228789163,0.228789163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A15,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,73.51669472,7.737888286,7.737888286,12.37527568,12.37527568,12.44977178,12.44977178,7.708005624,7.708005624,11.56610943,11.56610943,12.58486636,12.58486636,0.5,0.5,0.5,0,0,0,0,0,6.909885124,6.909885124,7.622806416,7.622806416,10.1598432,10.1598432,10.29941242,10.29941242,10.35828675,10.35828675,10.54119819,10.54119819,18.41090194,18.41090194,18.54980479,18.54980479,21.0358461,21.0358461,0.794176123,0.794176123,0.975999759,0.975999759,1.163174011,1.163174011,1.243227483,1.243227483,1.26494954,1.26494954,1.435051541,1.435051541,1.640742357,1.640742357,1.646345188,1.646345188,2.884862746,2.884862746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885387405,0.885387405,1.165959056,1.165959056,1.349647807,1.349647807,1.374826962,1.374826962,1.392585103,1.392585103,1.676319884,1.676319884,2.110694234,2.110694234,4.280324211,4.280324211,4.319407765,4.319407765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134981739,0.134981739,0.158067543,0.158067543,0.186504572,0.186504572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A16,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.6855264,12.6855264,0,0,0,0,11.60569842,11.60569842,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,10.35655841,10.35655841,10.64073621,10.64073621,18.42338247,18.42338247,18.76282603,18.76282603,0,0,0,0,0,0,0,0,0,0,0.981016389,0.981016389,1.259452257,1.259452257,1.445582694,1.445582694,1.645538546,1.645538546,1.665902622,1.665902622,2.888180815,2.888180815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.105588604,1.105588604,1.42181353,1.42181353,1.504639893,1.504639893,2.092529347,2.092529347,4.248316414,4.248316414,4.285155165,4.285155165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141446,0.141446,0.143222503,0.143222503,0.186275927,0.186275927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A17,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,73.51669472,7.495289123,7.495289123,12.12335338,12.12335338,12.5700209,12.5700209,7.924798033,7.924798033,10.20594021,10.20594021,10.46636637,10.46636637,0.5,0.5,0.5,0,0,0,0,0,7.168470727,7.168470727,7.22651784,7.22651784,10.44514591,10.44514591,10.57751752,10.57751752,10.59360991,10.59360991,10.7788743,10.7788743,17.57439784,17.57439784,19.31696079,19.31696079,20.94251135,20.94251135,0.739283889,0.739283889,0.970305164,0.970305164,0.983327748,0.983327748,1.24258972,1.24258972,1.447870401,1.447870401,1.459149877,1.459149877,1.592448522,1.592448522,1.680007348,1.680007348,2.878948102,2.878948102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830915002,0.830915002,1.031978883,1.031978883,1.03337636,1.03337636,1.334844915,1.334844915,1.687186259,1.687186259,1.738610374,1.738610374,2.023611318,2.023611318,4.22445556,4.22445556,4.310773287,4.310773287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136466845,0.136466845,0.154360179,0.154360179,0.218571325,0.218571325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A18,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,73.51669472,7.495717431,7.495717431,12.94944128,12.94944128,13.05363022,13.05363022,7.344662564,7.344662564,12.52163588,12.52163588,12.52592353,12.52592353,0.5,0.5,0,0,0,0,0,0,6.907304414,6.907304414,6.986934623,6.986934623,10.48447378,10.48447378,10.52029034,10.52029034,10.7595996,10.7595996,10.77307623,10.77307623,18.8181035,18.8181035,19.23586875,19.23586875,19.71697629,19.71697629,0.724580721,0.724580721,0.988096124,0.988096124,0.994537284,0.994537284,1.347182002,1.347182002,1.687303186,1.687303186,1.690763158,1.690763158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775436358,0.775436358,1.155948552,1.155948552,1.162024266,1.162024266,1.977947086,1.977947086,4.26451726,4.26451726,4.292621418,4.292621418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114825709,0.114825709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A19,36.8581052,36.8581052,0,73.51669472,73.51669472,0,13.34466052,13.34466052,0,0,0,0,12.0565243,12.0565243,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.53749191,10.53749191,10.56140737,10.56140737,18.93287735,18.93287735,19.05858674,19.05858674,0,0,0,0,0,0,0,0,0,0,0.990679064,0.990679064,0.991118285,0.991118285,1.682107291,1.682107291,1.688730998,1.688730998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123273509,1.123273509,1.124157666,1.124157666,4.288268693,4.288268693,4.294123162,4.294123162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112438022,0.112438022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A20,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,0,7.502043987,7.502043987,12.26219675,12.26219675,12.59684937,12.59684937,9.176134485,9.176134485,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,8.194247254,8.194247254,10.24092612,10.24092612,10.38454475,10.38454475,10.50037249,10.50037249,17.87460666,17.87460666,17.93917636,17.93917636,0,0,0,0,0,0,0.921292483,0.921292483,1.030706347,1.030706347,1.085710296,1.085710296,1.149328432,1.149328432,1.16394505,1.16394505,1.27697074,1.27697074,1.459938483,1.459938483,1.465494627,1.465494627,1.486333585,1.486333585,1.490350459,1.490350459,1.61360672,1.61360672,1.617483561,1.617483561,2.866516341,2.866516341,2.877993311,2.877993311,2.88299016,2.88299016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010932799,1.010932799,1.035897838,1.035897838,1.526710325,1.526710325,1.601214049,1.601214049,1.659057562,1.659057562,2.014945806,2.014945806,2.072422442,2.072422442,2.076511458,2.076511458,4.308505759,4.308505759,4.312067729,4.312067729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120032834,0.120032834,0.162732371,0.162732371,0.172246749,0.172246749,0.176017708,0.176017708,0.186217025,0.186217025,0.187748126,0.187748126,0.196709519,0.196709519,0.211088419,0.211088419,0.239170756,0.239170756,0.294132687,0.294132687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A21,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,73.51669472,7.490519576,7.490519576,12.33346098,12.33346098,12.4899783,12.4899783,9.239995067,9.239995067,9.855981068,9.855981068,10.36613022,10.36613022,0.5,0.5,0.5,0.5,0.5,0.5,0,0,7.692409125,7.692409125,8.739033584,8.739033584,10.25868311,10.25868311,10.2949469,10.2949469,10.60515154,10.60515154,10.99755637,10.99755637,17.77346544,17.77346544,18.10492089,18.10492089,19.39555622,19.39555622,0.766921156,0.766921156,0.916268315,0.916268315,0.978631208,0.978631208,0.987276766,0.987276766,1.094477365,1.094477365,1.115758449,1.115758449,1.132237356,1.132237356,1.165038248,1.165038248,1.464786585,1.464786585,1.468695343,1.468695343,1.475338556,1.475338556,1.499537265,1.499537265,1.609464557,1.609464557,1.623751013,1.623751013,1.669564539,1.669564539,2.806329037,2.806329037,2.874951094,2.874951094,2.88442287,2.88442287,0,0,0,0,0,0,0,0,0,0,0,0,0.959411359,0.959411359,0.999904302,0.999904302,1.031940905,1.031940905,1.059037946,1.059037946,1.065880254,1.065880254,1.074509669,1.074509669,1.215285792,1.215285792,1.302744886,1.302744886,1.512695122,1.512695122,1.586824887,1.586824887,1.674852269,1.674852269,1.859053637,1.859053637,2.015548276,2.015548276,2.03137457,2.03137457,2.073031559,2.073031559,4.156256944,4.156256944,4.248748365,4.248748365,4.327283784,4.327283784,0,0,0,0,0,0,0,0,0,0,0,0,0.105280458,0.105280458,0.111475948,0.111475948,0.114071131,0.114071131,0.125161393,0.125161393,0.14159083,0.14159083,0.151911534,0.151911534,0.152209746,0.152209746,0.15660674,0.15660674,0.160953006,0.160953006,0.172316668,0.172316668,0.186583243,0.186583243,0.219614065,0.219614065,0.233102836,0.233102836,0.238055425,0.238055425,0.294368833,0.294368833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A22,36.8581052,36.8581052,36.8581052,73.51669472,73.51669472,0,7.616488383,7.616488383,12.86719133,12.86719133,13.31230226,13.31230226,8.420191337,8.420191337,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,3.383575483,3.383575483,4.024715158,4.024715158,5.069043224,5.069043224,6.8683221,6.8683221,10.51220297,10.51220297,18.1743443,18.1743443,0,0,0,0,0,0,0.480257535,0.480257535,0.581665305,0.581665305,0.718133218,0.718133218,0.770206211,0.770206211,0.987812652,0.987812652,1.172082847,1.172082847,1.195322678,1.195322678,1.445502643,1.445502643,1.446143162,1.446143162,1.63631949,1.63631949,2.875489192,2.875489192,2.89428548,2.89428548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567191944,0.567191944,0.83271188,0.83271188,1.067681363,1.067681363,1.294182009,1.294182009,1.356907441,1.356907441,2.025203605,2.025203605,4.293124847,4.293124847,4.30599885,4.30599885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081001464,0.081001464,0.117338431,0.117338431,0.127281393,0.127281393,0.220311549,0.220311549,0.228986321,0.228986321,0.231525092,0.231525092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
